"COLLES.MDM.LN" "SACKIN" "COPHENETIC"
144.898210830865 294 2382
27.471117592285 146 571
90.8779476528785 235 1372
69.2745935826902 204 915
101.326147394146 249 2589
104.000191760094 236 1670
76.6541780137079 214 928
83.165079857619 224 1653
108.016958200127 257 1365
71.9912729045748 214 1605
142.801924562517 299 2919
71.9565625013111 186 491
53.4548775236176 178 589
30.7414154712508 154 469
50.6836975696027 178 827
47.2410294379551 169 870
86.055840639184 228 1142
101.774175969537 252 1944
61.5449750559382 186 983
49.3596591723195 186 936
97.8569073510442 240 1487
113.988147774382 249 1976
46.9532211962909 180 974
145.306073201401 275 2984
117.948080705586 265 2170
56.0168002286783 175 1127
63.4064166412446 206 936
43.0375313867871 177 638
9.86130898395508 113 219
160.558432577614 301 2523
37.9803545053178 165 374
39.7148184736934 192 805
59.5063897795352 200 680
101.622155876422 252 1933
128.821509742497 304 3162
108.852490748816 267 1830
46.9805452395567 181 842
128.215346541248 281 3543
89.8602939268114 214 966
129.97228443348 259 1958
189.190350071024 342 2920
81.1280734709182 246 1321
88.3063802721787 229 1185
85.5889045740752 272 1885
168.771323215855 312 2783
55.6579493770991 194 938
35.9347404930039 150 425
57.6802452977813 187 874
51.8374358300835 194 845
72.2277679389521 227 1237
94.6953055674991 222 923
143.1405497912 264 2500
121.933126128504 266 2087
63.7716676202596 199 1101
75.1672058242559 201 844
71.7141990105759 192 715
125.935597219076 260 2796
112.864244401055 244 1474
120.414466362342 265 1578
64.754950306225 197 1019
56.323769974506 180 470
76.254796182063 223 1104
85.2678623533514 217 890
118.605962310748 265 1738
87.6089453483452 222 1679
79.0198487153636 217 1167
92.7081823091203 248 2067
206.382713263561 352 3913
70.7350362575959 206 855
141.538080144634 275 2400
111.456532483084 242 1722
91.9650271535334 233 2040
70.1498375016485 196 842
89.1702181872589 235 1177
43.0958743566591 171 522
82.2027772998931 221 888
84.1837755524772 221 1490
51.4289365856491 194 920
139.178370364572 274 1848
142.634049645448 293 1810
130.512957812972 285 2756
58.9107157286783 215 1297
58.0259375094557 197 781
203.343067895277 360 4991
41.0600974230087 160 373
59.7284063056659 205 1576
174.533142618845 325 3215
33.9376453416841 159 648
115.473192476949 246 1370
169.68616517391 291 2575
77.8159221305311 207 790
45.0871654235389 145 165
65.5603054881813 176 466
84.2320953676402 245 1112
39.6467360206434 153 370
88.7461511234892 257 2277
87.1351012008923 230 1801
106.728633692253 253 2126
70.53511083976 185 1057
104.271783031808 251 2295
89.5448793384735 262 2349
51.8970984401743 187 896
87.3600047328291 229 1008
76.2677259948335 224 1512
140.776731392105 258 1188
13.1436295738685 107 90
134.085669483103 289 2646
89.7295929187815 228 945
46.8165444297804 174 980
53.4833586825694 201 995
101.103793799725 260 2032
55.686726701452 201 1103
136.961146138647 295 2453
113.348649684347 273 2118
122.155695638991 248 1274
67.2271459962962 208 1230
34.1802119318918 132 144
144.558502019505 277 2367
77.9781761833572 212 778
26.3717276828645 147 422
103.799561844577 240 2394
57.7137821703068 181 1171
102.770899808115 267 1971
68.0584074865202 214 1049
113.6713182754 270 1840
73.6640510207912 205 628
72.7278740253234 209 1202
105.273951175017 272 2505
113.954181373565 246 1685
70.2912860133157 199 1220
91.4142269158787 220 2118
56.1335233900939 185 1123
60.2918453446997 188 741
94.3126960977367 244 2574
34.7542159995327 140 295
82.6670570584314 250 1833
59.0016641879214 202 1152
88.1319504867951 234 1194
57.0204407570198 197 859
54.7803334462861 177 507
81.1070038264393 240 2365
122.081920640451 265 1734
104.793036803784 245 1279
43.1351854562069 158 396
38.9787719573903 178 766
113.694743039575 262 1877
159.71171220429 321 2585
96.3369890337724 227 1742
40.1894508133907 165 434
14.7366943606103 122 342
145.144109888853 285 2320
152.440364707923 286 2371
55.1884161714471 181 643
133.90868732401 273 1598
62.2193363373515 204 1009
148.716726057809 290 1327
104.147166764522 243 2167
55.1236027999284 189 1269
98.3285892916682 252 2381
159.106318224632 325 3911
91.8868003640497 243 1455
63.5542546238253 224 858
86.0517672869332 246 2086
114.954851259715 260 1760
87.3046285874847 209 1406
97.6944600569504 237 1035
50.5607111276698 164 410
58.5076303476615 180 539
94.7693073970371 227 1858
55.9280338372243 191 577
78.323286915734 208 1359
53.4972781787564 199 1044
88.690400527792 236 1831
30.8466241761581 157 825
23.4838696301829 126 187
163.240513743029 304 2749
84.2303370758921 232 2410
68.7524581442852 207 1844
98.4801019512117 248 1727
47.3001519655466 168 471
33.3897480295444 141 246
105.979559652719 260 1946
111.537223860019 245 1891
68.2431955118559 185 1345
91.2792665062764 215 1182
38.0378624808828 171 1158
133.064586861891 319 3013
58.1975754812917 195 1398
48.4724450563518 167 1084
120.710385528068 264 2006
74.7185502045398 192 961
142.279112040665 286 1571
100.07209054801 259 2161
120.557479910323 249 2645
90.5259930755239 241 1357
128.310704508486 258 1523
57.0075561731242 196 777
100.694011282562 257 1815
107.881729875911 258 1663
103.91532812723 266 3036
83.7111228598229 211 993
70.1112038166258 229 1207
74.3386522822393 191 1392
64.8936190644482 202 796
62.5414398276201 199 977
65.964120828955 222 1036
66.5753170695215 205 768
155.770850276311 303 2578
84.5895990715379 250 1251
38.18732276377 153 357
57.2449700415233 192 934
104.470022663121 255 1764
81.2679632094088 227 2683
108.203117336873 248 1613
42.3703215751204 156 392
42.4823975780978 167 618
129.37216620268 267 2269
86.401501854103 214 1284
150.018597852173 283 2112
155.28967013956 286 2644
46.7870879527834 180 890
45.7885468495648 192 834
107.716897437583 221 2151
112.311937927247 265 2020
43.2142099723837 175 793
176.125680342355 318 3403
153.88129639075 278 2685
89.7168127594869 210 767
88.9735085682922 219 1615
90.3348541323442 243 829
91.0398184709157 250 2551
53.1916446029171 201 1054
110.690439941184 248 1292
64.6397143772608 199 815
29.5755821428852 144 401
71.6248545671276 212 1382
76.3943112195301 203 775
60.9634067358617 203 1692
86.1691095275483 238 1696
135.673256909652 291 2838
58.9056767742688 172 1373
45.5643199858335 179 662
103.14992081192 255 1797
62.6656742645021 207 1066
102.864718162698 271 2760
37.7496450621285 160 503
89.3462687906898 232 976
140.51772798242 264 2190
47.1103759261359 191 973
113.677446706582 246 1842
161.239106980255 303 2077
63.2617734395663 204 1229
43.3050856487982 168 422
44.7829047998227 192 911
148.618789825779 275 2216
124.675888237558 282 2998
18.5322794788386 122 180
80.3391920695964 224 1541
67.6652636009781 220 1477
88.4153366870324 240 1969
32.0043040547888 168 784
76.3316276549063 218 1245
89.4217276182464 246 1063
184.999562799843 323 2774
94.7584044894725 226 815
75.0171142066201 208 758
49.195420816099 191 811
20.6682518747932 136 453
76.7877499823917 216 710
113.420301385909 247 1690
