"COLLES.MDM.LN" "SACKIN" "COPHENETIC"
6.15207494362422 26 14
9.54599584672467 35 62
13.2002785065455 36 69
20.6551538147863 44 125
44.4593258836698 64 182
24.0154186910052 48 106
14.8593001507742 36 103
7.66682432768369 29 64
0.51028894278641 16 2
2.12620392827671 19 5
10.2271322177152 35 65
7.08992887235848 28 29
8.11010473008232 30 52
17.5099427196879 41 90
16.388423828914 37 102
8.93032544664096 29 62
18.0329208787944 39 44
7.07452846110101 28 25
10.3411100242448 42 68
3.48705005724482 23 37
4.3829642421437 24 22
32.9144115431543 52 100
0.51028894278641 16 2
21.7623505762413 43 108
13.8837517199902 38 60
0.374366838062868 15 3
0 12 0
7.0127903463643 31 50
0.850481571310684 20 8
7.08992887235848 28 29
0.51028894278641 16 2
5.16131240657815 29 29
14.9688630217834 39 56
15.0085465094241 35 68
2.04471860139162 21 22
17.9937672959588 40 87
14.5718110997361 35 101
11.7166768002747 31 30
0.850481571310684 18 3
17.7779957306689 40 111
0 12 0
15.0581722127841 40 66
2.12620392827671 19 5
14.2911893317428 40 63
17.3834166229505 41 57
0.932034644435812 18 7
1.1058197260616 19 5
5.62632419322317 25 18
0.51028894278641 16 2
23.5950395768481 49 131
5.75004581372735 27 49
16.5530277316618 37 75
0.231949519448368 14 1
8.68248526587511 32 53
2.98084889488324 22 29
0.699457010506748 17 4
12.2206511969791 37 40
22.1341976951347 44 104
0.231949519448368 14 1
45.0515640498639 62 165
5.4059022231918 26 26
7.49136348802597 30 42
6.57731572927957 27 18
0.374366838062868 15 3
13.7482336143716 36 93
24.4419493520979 46 117
12.6573791505964 35 50
8.81360207445242 30 76
5.5040838429984 28 47
17.3712010362138 40 87
1.54993858181743 18 7
16.27661542173 39 74
0.544981382394939 16 6
0.231949519448368 14 1
47.7777534786431 67 199
6.15207494362422 26 14
27.7755788481719 52 145
0.51028894278641 16 2
32.224115321015 55 140
13.6533367028661 38 76
1.37900147270464 19 21
15.8280799317465 39 91
29.6697333441062 52 165
15.5999297360334 42 80
11.1055751434963 33 82
10.5774279080979 32 41
8.15104150881 32 59
2.98084889488324 22 29
5.47246442000651 26 14
2.97765391637594 21 10
1.27572235696603 20 4
0 12 0
0.231949519448368 14 1
4.08250522564899 22 14
34.2813799246981 56 155
25.0095813305499 48 113
7.11776176911495 31 42
0.51028894278641 16 2
21.776912738493 44 96
12.6737248793909 34 34
7.3023870645639 25 56
29.0065942035743 50 126
16.7531433366475 41 113
46.5259903512794 64 168
20.5545958623929 43 56
6.75447381638813 29 56
9.56810671442275 31 81
13.2422398221557 37 72
0.231949519448368 14 1
16.3021880058395 41 75
2.18380655536673 20 13
34.4445036380827 57 122
2.12620392827671 19 5
9.01742885618575 34 38
0.231949519448368 14 1
2.12620392827671 19 5
9.59529148461852 33 33
14.6389715172817 35 64
0.231949519448368 14 1
23.2494022063314 46 100
0.51028894278641 16 2
13.1187931796604 38 70
11.6447008738933 35 89
5.5040838429984 28 47
30.0964599941295 53 167
4.4749275852697 28 21
5.42715705176533 27 16
1.1058197260616 19 5
0 12 0
9.92519812512286 34 54
9.50481046135944 31 30
31.3173340564219 54 138
15.0239559713376 37 95
14.0114933700893 41 79
0.374366838062868 15 3
7.51837242958476 26 58
7.09783850349537 31 53
8.93005649876218 26 20
3.21647465067505 24 25
0 12 0
13.2860176093244 36 83
4.37390522388352 24 9
25.1487458143323 51 108
8.61643683970586 32 59
5.70534257399455 27 25
18.8575063869257 47 69
