"COLLES.MDM.LN" "SACKIN" "COPHENETIC"
34.4445036380827 81 165
70.1647296331314 101 325
63.7861178483013 96 272
39.5473930659468 83 192
82.9219532027917 109 417
73.9918967040295 102 336
81.6462308458256 108 402
72.7161743470635 101 331
34.4445036380827 83 158
63.7861178483013 96 284
45.9260048507769 88 225
66.3375625622333 98 298
35.7202259950487 80 165
57.4075060634711 95 306
57.4075060634711 91 234
62.5103954913352 95 276
40.8231154229128 84 165
38.2716707089808 82 171
42.0988377798788 87 249
62.5103954913352 97 309
56.1317837065051 90 217
67.6132849191993 101 339
100.782066200316 119 452
35.7202259950487 82 166
62.5103954913352 97 288
76.5433414179615 106 402
44.6502824938109 87 254
63.7861178483013 96 274
44.6502824938109 87 225
54.8560613495391 93 245
29.3416142102186 79 138
98.230621486384 119 494
35.7202259950487 82 195
107.160677985146 124 508
36.9959483520147 81 145
63.7861178483013 96 317
76.5433414179615 104 344
51.028894278641 90 237
63.7861178483013 98 322
53.5803389925731 92 274
68.8890072761654 100 337
73.9918967040295 104 373
40.8231154229128 86 228
28.0658918532526 78 141
40.8231154229128 84 186
31.8930589241506 79 156
48.477449564709 88 225
58.6832284204372 92 257
24.2387247823545 75 139
34.4445036380827 81 193
91.8520097015538 116 446
26.7901694962865 77 127
88.0248426306558 113 437
85.4733979167237 111 426
81.6462308458256 110 430
47.2017272077429 91 245
73.9918967040295 100 278
67.6132849191993 97 287
16.5843906405583 73 119
52.304616635607 91 278
45.9260048507769 86 211
79.0947861318936 106 349
54.8560613495391 93 261
42.0988377798788 85 189
49.753171921675 87 218
45.9260048507769 86 214
44.6502824938109 85 195
45.9260048507769 84 194
40.8231154229128 84 156
53.5803389925731 94 292
40.8231154229128 84 181
91.8520097015538 114 430
31.8930589241506 81 194
36.9959483520147 83 211
88.0248426306558 111 384
66.3375625622333 102 369
61.2346731343692 100 347
53.5803389925731 94 312
56.1317837065051 92 254
26.7901694962865 75 126
29.3416142102186 77 151
65.0618402052673 101 339
94.4034544154859 116 446
35.7202259950487 82 151
85.4733979167237 111 420
38.2716707089808 82 183
43.3745601368449 84 216
82.9219532027917 111 440
47.2017272077429 91 245
39.5473930659468 81 169
39.5473930659468 83 196
35.7202259950487 82 176
30.6173365671846 84 218
57.4075060634711 95 295
58.6832284204372 98 322
61.2346731343692 96 305
42.0988377798788 85 219
70.1647296331314 107 400
62.5103954913352 95 281
24.2387247823545 75 131
43.3745601368449 86 220
43.3745601368449 84 200
75.2676190609955 103 334
73.9918967040295 106 381
73.9918967040295 108 403
43.3745601368449 84 174
29.3416142102186 77 153
82.9219532027917 111 420
40.8231154229128 84 168
34.4445036380827 79 154
71.4404519900974 102 369
33.1687812811167 80 160
53.5803389925731 90 205
67.6132849191993 101 349
40.8231154229128 84 204
36.9959483520147 83 158
63.7861178483013 98 307
35.7202259950487 80 142
33.1687812811167 82 208
63.7861178483013 98 303
51.028894278641 92 287
93.1277320585199 115 432
57.4075060634711 95 300
68.8890072761654 100 317
31.8930589241506 79 146
80.3705084888596 105 337
35.7202259950487 84 228
86.7491202736897 110 412
47.2017272077429 89 212
44.6502824938109 85 211
39.5473930659468 83 210
43.3745601368449 84 171
94.4034544154859 118 492
47.2017272077429 87 194
86.7491202736897 110 385
45.9260048507769 88 236
26.7901694962865 77 125
62.5103954913352 97 283
56.1317837065051 94 270
38.2716707089808 86 229
52.304616635607 93 254
58.6832284204372 94 293
57.4075060634711 93 281
79.0947861318936 106 374
45.9260048507769 90 244
70.1647296331314 99 276
16.5843906405583 73 113
63.7861178483013 98 302
47.2017272077429 89 243
28.0658918532526 76 138
52.304616635607 91 250
66.3375625622333 98 301
26.7901694962865 77 131
53.5803389925731 92 286
75.2676190609955 105 374
73.9918967040295 104 392
47.2017272077429 89 248
31.8930589241506 81 149
117.366456840874 132 571
91.8520097015538 114 449
85.4733979167237 113 435
48.477449564709 90 241
17.8601129975244 74 118
79.0947861318936 108 400
49.753171921675 89 221
43.3745601368449 86 209
66.3375625622333 98 325
45.9260048507769 84 178
54.8560613495391 91 228
65.0618402052673 97 285
39.5473930659468 83 198
102.057788557282 120 482
54.8560613495391 91 234
71.4404519900974 102 347
44.6502824938109 87 250
24.2387247823545 77 127
39.5473930659468 81 153
63.7861178483013 96 264
125.02079098267 134 568
49.753171921675 89 252
63.7861178483013 96 260
61.2346731343692 96 290
39.5473930659468 87 248
58.6832284204372 98 336
29.3416142102186 77 145
36.9959483520147 81 167
44.6502824938109 87 234
75.2676190609955 107 372
38.2716707089808 84 163
67.6132849191993 97 297
56.1317837065051 92 278
51.028894278641 90 235
30.6173365671846 80 145
70.1647296331314 101 335
42.0988377798788 83 198
39.5473930659468 81 153
98.230621486384 117 456
52.304616635607 93 283
54.8560613495391 93 288
89.3005649876218 112 411
59.9589507774032 95 295
44.6502824938109 87 172
68.8890072761654 98 273
44.6502824938109 87 231
99.50634384335 120 495
122.469346268738 134 579
63.7861178483013 94 235
68.8890072761654 100 325
53.5803389925731 94 258
57.4075060634711 91 253
75.2676190609955 105 357
71.4404519900974 100 311
48.477449564709 90 258
38.2716707089808 82 150
65.0618402052673 99 334
102.057788557282 122 501
42.0988377798788 85 228
47.2017272077429 87 221
35.7202259950487 80 148
68.8890072761654 98 268
56.1317837065051 96 320
66.3375625622333 98 295
38.2716707089808 80 160
52.304616635607 89 233
58.6832284204372 94 300
40.8231154229128 84 202
38.2716707089808 84 190
57.4075060634711 93 255
79.0947861318936 108 368
79.0947861318936 106 382
57.4075060634711 95 290
57.4075060634711 93 195
53.5803389925731 90 219
56.1317837065051 92 256
61.2346731343692 98 350
31.8930589241506 79 138
88.0248426306558 117 498
