"COLLES.MDM.LN" "SACKIN" "COPHENETIC"
29.3416142102186 63 104
21.6872800684224 59 84
44.6502824938109 71 162
25.5144471393205 60 90
26.7901694962865 63 123
33.1687812811167 64 114
14.0329459266263 57 80
22.9630024253885 60 88
52.304616635607 77 219
38.2716707089808 68 155
28.0658918532526 64 126
56.1317837065051 80 250
28.0658918532526 62 109
29.3416142102186 65 143
38.2716707089808 68 168
56.1317837065051 78 203
38.2716707089808 68 154
49.753171921675 73 161
39.5473930659468 69 173
44.6502824938109 71 170
22.9630024253885 60 89
20.4115577114564 58 81
38.2716707089808 68 153
15.3086682835923 58 80
51.028894278641 74 182
17.8601129975244 58 80
31.8930589241506 65 117
31.8930589241506 63 126
44.6502824938109 71 172
35.7202259950487 66 143
48.477449564709 74 187
30.6173365671846 62 100
15.3086682835923 56 78
33.1687812811167 64 119
42.0988377798788 71 172
52.304616635607 79 242
34.4445036380827 67 158
31.8930589241506 65 147
28.0658918532526 64 125
45.9260048507769 72 176
28.0658918532526 62 106
26.7901694962865 61 99
36.9959483520147 67 153
39.5473930659468 71 186
29.3416142102186 63 104
26.7901694962865 61 109
31.8930589241506 65 103
28.0658918532526 62 103
25.5144471393205 62 122
34.4445036380827 67 152
44.6502824938109 73 185
47.2017272077429 73 189
47.2017272077429 73 191
29.3416142102186 63 111
28.0658918532526 62 123
44.6502824938109 71 156
38.2716707089808 70 182
52.304616635607 75 188
38.2716707089808 70 170
28.0658918532526 62 109
54.8560613495391 77 219
40.8231154229128 72 194
58.6832284204372 80 225
25.5144471393205 62 127
34.4445036380827 65 121
40.8231154229128 70 170
54.8560613495391 77 211
29.3416142102186 63 124
48.477449564709 74 209
34.4445036380827 65 136
29.3416142102186 61 101
38.2716707089808 68 164
44.6502824938109 71 179
30.6173365671846 62 106
68.8890072761654 86 279
51.028894278641 74 181
75.2676190609955 91 308
35.7202259950487 68 155
40.8231154229128 68 148
34.4445036380827 67 150
40.8231154229128 70 176
42.0988377798788 71 180
21.6872800684224 59 82
38.2716707089808 68 158
26.7901694962865 61 105
40.8231154229128 70 168
38.2716707089808 68 112
29.3416142102186 63 101
29.3416142102186 63 127
39.5473930659468 69 173
34.4445036380827 65 121
21.6872800684224 59 93
43.3745601368449 70 159
8.93005649876218 55 69
26.7901694962865 63 103
31.8930589241506 65 107
17.8601129975244 58 82
44.6502824938109 71 179
48.477449564709 72 164
57.4075060634711 79 222
43.3745601368449 70 162
34.4445036380827 65 141
20.4115577114564 60 88
22.9630024253885 60 102
19.1358353544904 57 81
49.753171921675 75 206
45.9260048507769 72 193
21.6872800684224 59 92
33.1687812811167 64 121
45.9260048507769 74 190
20.4115577114564 58 92
12.7572235696603 56 74
21.6872800684224 61 96
24.2387247823545 61 107
34.4445036380827 65 129
45.9260048507769 72 185
29.3416142102186 63 124
20.4115577114564 58 89
44.6502824938109 71 154
35.7202259950487 68 156
30.6173365671846 66 135
38.2716707089808 66 125
22.9630024253885 60 89
38.2716707089808 66 125
29.3416142102186 63 130
16.5843906405583 57 74
44.6502824938109 71 183
20.4115577114564 58 83
38.2716707089808 68 141
19.1358353544904 59 86
19.1358353544904 59 85
21.6872800684224 59 90
29.3416142102186 65 145
20.4115577114564 60 86
29.3416142102186 63 116
34.4445036380827 65 127
45.9260048507769 72 183
33.1687812811167 64 134
35.7202259950487 68 148
33.1687812811167 64 108
20.4115577114564 58 89
21.6872800684224 59 84
38.2716707089808 70 178
15.3086682835923 58 82
25.5144471393205 62 98
22.9630024253885 60 106
20.4115577114564 58 87
30.6173365671846 64 127
25.5144471393205 60 99
44.6502824938109 73 185
33.1687812811167 64 126
34.4445036380827 65 137
36.9959483520147 69 159
12.7572235696603 56 71
31.8930589241506 63 110
19.1358353544904 59 82
24.2387247823545 59 91
25.5144471393205 60 86
63.7861178483013 84 254
24.2387247823545 61 94
34.4445036380827 67 161
15.3086682835923 56 73
26.7901694962865 63 102
17.8601129975244 58 82
24.2387247823545 59 96
40.8231154229128 68 148
16.5843906405583 57 77
53.5803389925731 76 192
14.0329459266263 57 86
36.9959483520147 67 154
29.3416142102186 63 110
25.5144471393205 62 127
19.1358353544904 59 100
61.2346731343692 80 219
22.9630024253885 60 87
26.7901694962865 61 109
51.028894278641 76 213
30.6173365671846 62 115
42.0988377798788 69 143
26.7901694962865 61 98
8.93005649876218 55 68
36.9959483520147 67 144
22.9630024253885 60 102
44.6502824938109 71 154
21.6872800684224 59 85
17.8601129975244 58 79
33.1687812811167 64 120
52.304616635607 75 202
22.9630024253885 60 88
43.3745601368449 72 171
