"COLLES.MDM.LN" "SACKIN" "COPHENETIC"
1.76181064829267 30 46
6.4019756181006 40 95
1.4823785576316 26 8
1.04611501717345 27 36
5.99065417292435 42 81
9.82171249258654 46 142
6.45157206774886 35 23
1.17045240387491 25 11
35.3785870225419 73 330
9.87983754818783 47 105
14.5439271088192 52 206
5.01024994463252 36 58
31.2901499213109 73 212
2.97365141625799 35 26
11.1595820729577 56 104
22.4889684549006 63 253
7.33762285825181 38 122
14.5612308159538 51 110
3.6743862313188 33 29
1.77129431315997 30 25
0.233979273789292 21 3
0.661156653239839 25 11
13.5688644169807 55 211
0.150084983172474 20 1
2.4381762933291 30 9
20.4189946250652 60 127
8.66095779146016 47 122
18.4541064792689 58 187
0.631896986320913 25 5
1.37651553664123 34 23
10.3712779859198 43 66
15.9682168660894 50 161
0.87676942480191 27 6
3.95066932293043 31 26
0.51028894278641 24 3
11.626313784596 41 65
10.7446115410564 50 68
17.4430599625149 59 201
0.87676942480191 27 6
11.6791106002263 41 143
11.6186505300058 48 146
11.1681629835238 46 129
7.9890116233355 44 134
20.6521395819565 61 228
23.1639692005746 65 188
6.30489523594598 37 107
3.04553824341314 32 26
0.631896986320913 25 5
2.7576979891942 31 20
16.0791497167077 56 169
43.2842579648144 89 366
4.35320103622862 33 18
8.26827816523381 46 138
5.1358245154123 31 26
2.24617676664579 32 47
16.5258554809814 57 130
0.772213959629955 26 7
2.64404814994429 28 12
7.35181205373686 45 104
3.93325926575695 37 29
10.29571161838 40 58
6.24724154077227 42 48
4.39096622262758 40 60
28.6783200160342 66 284
3.784939044245 36 60
5.86502144139549 38 21
4.45667838035415 37 20
2.98500744616912 27 16
2.45913741376391 31 78
2.04554711615207 27 10
16.7590214716614 52 216
3.06276663462624 35 19
15.7581532699721 53 208
20.0087807262419 60 176
10.3999379936715 37 137
4.16659767300758 47 95
2.43027848683156 32 22
21.4630060579532 64 172
1.59465294620753 23 4
0.318930589241506 22 2
11.8264356939091 47 57
74.5963860535691 114 560
24.710023627364 61 222
12.7364390164587 49 145
4.71040206706748 37 51
16.610105185711 58 196
12.4924591129917 52 141
1.40768593766906 27 12
16.2769537385602 50 167
0 18 0
20.5933241439568 60 229
3.41003034540343 33 33
3.8847696979881 34 24
0.689500736352321 25 21
42.0537989265943 83 405
23.0551189903079 65 218
0.51028894278641 24 3
0 18 0
0.51028894278641 24 3
20.6700465002966 58 177
8.70098988978635 43 130
17.1051430124514 58 207
29.8971466292411 69 250
0.318930589241506 22 2
2.96018075072825 30 15
9.0068114616228 52 97
0.318930589241506 22 2
3.04575649286194 34 41
11.3289358315559 39 138
0.150084983172474 20 1
1.207025462204 28 21
8.02657384639351 52 104
3.65751881729788 34 92
5.65128772391562 30 19
6.98553595353088 43 54
1.11530105530452 28 17
9.49447790895523 40 54
0.87676942480191 27 6
0.532591225391893 24 7
12.851030364655 48 132
12.7860580444606 51 148
3.36895387426002 37 41
15.1902866332115 51 204
9.74504369870131 50 157
9.28086192063444 50 113
11.6791106002263 41 143
23.2309911281557 68 195
18.4402834544641 53 116
10.7702002659213 48 90
0.318930589241506 22 2
27.3737672168944 68 222
10.7110128156342 39 142
3.03937270124161 35 50
4.24300433765905 35 50
0.769824759186042 26 8
8.90746457359016 47 101
27.5197131694333 73 296
0.419674206304049 23 4
18.4019404607737 59 189
0.318930589241506 22 2
4.29221158454385 37 27
2.71175026964551 35 20
5.11707250415614 47 96
9.72039249169759 40 44
8.51380463891962 45 126
0.318930589241506 22 2
0.51028894278641 24 3
11.5221938336477 46 130
14.3462756793951 48 82
12.350745591129 47 85
11.7092674104967 49 129
0.318930589241506 22 2
12.9336463565472 48 130
10.3999379936715 37 137
2.01155311459962 31 14
0.661156653239839 25 11
7.98669513136342 42 49
3.00297335307862 29 11
18.8345679862656 57 160
29.4279202233558 72 304
13.4564577539511 46 155
4.01471801501927 35 70
4.53532092084893 38 47
4.85843344720882 40 83
6.08421431783797 32 14
10.3999379936715 37 137
8.31743766217271 41 34
7.24501214207856 51 97
4.31001048364344 32 14
11.1984675649058 49 91
0.631896986320913 25 5
17.9068406640653 49 146
7.90708174168415 41 39
8.01846093228767 41 57
8.69783875180876 45 175
27.7125366231732 65 224
7.51694035227211 45 61
3.28727547156564 32 16
1.23497969352348 27 22
0.233979273789292 21 3
4.80849196087194 31 12
0.419674206304049 23 4
13.3316771636559 44 148
0.728984203980586 28 9
1.12170044297696 28 14
1.12170044297696 28 14
12.4811955923453 42 141
7.88128311704798 41 77
10.9708161196252 44 49
1.25012638636793 29 11
9.2181461640195 46 96
16.1136093715403 48 148
3.79485438927927 37 51
13.1023410934456 47 182
0.631896986320913 25 5
9.0995774524753 42 128
6.8225747591998 44 48
8.54850189181862 43 31
15.8940874627251 57 200
11.3085161265501 49 163
2.25704724693989 29 7
8.88327247530708 42 85
10.463064897808 46 133
22.0108544360566 60 213
30.9804309582601 68 231
8.77176813813915 39 124
0.87676942480191 27 6
21.2407512349694 58 178
3.0774786792626 32 15
0.551186321575815 24 15
5.57932983564724 40 59
1.72725099611259 28 9
0.233979273789292 21 3
9.11212854064132 45 124
2.77580344335593 32 10
10.0921331872178 44 124
14.230997397924 53 128
4.45337562707671 36 54
8.24109021909882 45 87
10.754702702211 50 192
18.2986704238164 56 202
4.3182206519479 39 106
13.6961604883934 48 192
2.1860434815251 31 20
