"COLLES.MDM.LN" "SACKIN" "COPHENETIC"
77.9878701763657 204 1769
78.9549505287905 177 1791
160.177681795544 275 2530
73.586692023642 209 2052
94.3777405461183 183 1708
323.593393361752 445 5802
153.548849718505 289 3100
260.657845266019 446 6459
68.2241037355612 186 1653
106.127882286606 218 2538
387.736744549102 545 7260
342.42974660833 486 6554
598.861380778649 666 8225
41.4842029129085 113 828
108.991601657709 223 1545
199.091236015605 330 4234
117.667789231998 223 2874
137.95857176451 264 2687
4.18153439227753 54 12
442.099814070384 531 6219
80.5402460093171 171 2236
304.658467540502 439 5604
146.599068345671 308 4135
34.9401519676361 131 1384
275.263041531125 421 5745
355.916956208122 477 5339
335.254211554909 455 5602
82.2825768969126 177 2263
225.599268446299 336 4103
214.058681783941 381 4682
177.57745973598 330 3645
145.109700159248 314 3560
209.652461279825 351 4436
4.18153439227753 54 12
487.959601781699 628 8377
113.110341095196 229 1752
56.7441754053216 140 1558
42.7109169732717 132 740
155.557591688601 295 3142
203.176449649979 335 3087
154.378436111809 307 3888
335.912301797666 476 5991
226.414048386001 397 4636
331.880371416866 469 5739
166.797829433963 309 3110
218.637566542836 351 4274
509.706945875653 589 7158
286.909744496085 430 5962
154.601356101892 313 4255
272.11095728748 384 4195
357.889285176343 506 6810
286.13106903086 418 5050
128.492406611932 272 3341
52.7687374212128 129 281
221.19086199825 380 4626
139.838812163264 248 2948
175.393158585111 314 3685
212.345788400271 329 3304
71.6606479663554 171 1901
130.07423065546 250 3301
121.165520190416 276 3564
520.864827991483 594 7568
300.32933754377 409 4827
71.773132466648 172 1606
53.6102731397821 133 1539
277.445767734224 440 5676
219.249182054861 356 4097
305.989124531859 461 6266
144.642108134068 262 2932
430.744209595697 516 5872
67.7010289168988 161 1716
332.910799582003 437 3630
71.9725809038625 164 2227
3.177144945743 68 70
238.046323601164 364 4339
99.0317190272431 216 1914
151.208537545352 326 4381
331.847046713813 421 4860
148.781751727969 273 2938
141.730331943268 262 2150
132.890266455024 275 3315
347.921779562848 427 4210
449.29786942873 545 6145
459.067339120364 527 5924
94.7938417465471 190 2100
265.789951759155 382 3179
2.37353677937263 58 22
18.9126700298936 83 69
616.028156778437 679 8716
38.1103478192033 122 820
189.765418975711 327 3338
241.435227826961 343 3009
223.130362985092 321 3262
550.192722185709 641 7789
118.622364769802 278 3195
267.410214389628 448 5638
231.977369877726 391 5698
95.4355230874203 207 1948
72.6858502108883 173 2142
161.210320828015 248 1236
197.531801293111 328 3305
45.4309787376111 153 1576
320.198587624106 488 6917
183.664733397286 344 4236
10.3022707559252 68 42
159.092090134753 310 3453
47.8745526592351 155 730
182.746554191879 304 3415
241.147712777654 378 4105
167.790507571116 322 4512
593.345758689344 663 8413
311.187494472778 421 4801
348.510850982845 472 6028
10.3053691737907 71 50
33.2201626631054 101 797
136.463140231768 203 1418
28.6307501355033 124 698
100.802205543639 204 2896
510.658118586338 550 5860
57.2023851525503 138 1537
207.426946273663 328 2969
50.3784644484896 141 1090
311.158662007094 426 5312
57.2705958133704 130 356
578.127169754835 617 7726
160.485307580934 281 2097
256.187393853887 398 4602
367.715649032441 495 6645
348.060729865394 511 6330
414.363880255192 534 6715
155.382523384481 302 3367
114.856556137813 248 3080
340.974332635252 399 3501
188.045074881263 344 4735
298.767465663969 382 4185
74.4164444520836 173 1875
72.9392237211975 183 1240
299.685157473284 475 6467
473.831403286518 560 6681
82.4600986008039 197 1320
133.065144910355 274 3326
105.064780221938 258 2882
181.529295755667 320 4443
46.0221900620295 145 1443
134.988241052584 250 3552
305.029454489088 393 3703
297.758966060529 432 5855
241.224487264836 339 3040
54.8271907508317 143 799
91.3149877806473 206 2071
99.797585785651 218 1698
46.0031417254455 157 1869
383.934682622704 531 7292
153.142379763907 260 3565
91.9490551757005 205 2263
68.0268395217141 175 2064
387.247301641417 551 7540
206.382707117365 373 5103
577.285833475669 601 7117
71.6939548992295 177 1656
214.216686031782 401 4852
332.605054978598 484 5880
105.849585482391 220 2616
43.3586534128877 152 1727
465.09124604608 524 6415
223.081618067296 385 4916
207.89339445104 342 3995
204.074003226044 367 4620
204.746889309183 333 2947
0.0637861178483013 43 1
264.352390201027 433 5893
93.2661996504218 199 2892
40.8559872915875 138 665
467.023905367533 580 7431
116.29780928487 229 1322
273.058753499149 383 4005
306.134797773126 478 6555
102.166108754622 232 2269
247.702538056799 366 3904
363.938366657784 525 7322
383.284006095527 483 5724
169.235866354458 280 1759
328.856293640568 431 5118
171.805171805208 284 1641
50.2647144917968 155 953
268.371159912502 400 4152
556.029080717699 658 8644
304.008072674371 473 6314
104.767998497729 232 1730
190.468058570118 310 2037
118.933696270836 246 3421
139.911305304107 267 2739
54.9339808977601 128 242
75.0719906328941 187 2237
132.607919164104 242 2464
44.3131852855831 128 321
588.923397870754 670 8671
152.743455302124 306 3470
102.549916637373 225 2742
166.572412715609 306 3972
191.776646909479 325 3597
131.721619837764 203 1384
38.2829239726988 123 714
262.319526143171 439 6398
153.149242711144 314 3096
295.090084593587 414 5657
73.1433693331988 167 2236
113.926438124656 250 2483
12.8483535584132 82 137
247.224971216575 419 5204
248.426374832867 368 3931
521.785143120692 649 8977
296.396947857372 447 5504
460.842318509158 562 6720
100.007413439195 228 2441
126.485036728463 253 2308
145.516241788589 253 3556
261.056791167188 358 4223
96.3032820644288 208 1823
133.835160492422 268 3727
208.37883764599 323 3332
171.402814015836 248 1836
122.247654236209 224 1594
95.5446831028089 202 2825
283.532831917476 428 5125
76.6854711757835 189 2151
252.044736484693 400 4978
278.287780785834 379 4040
12.3045478946078 70 33
165.926973481497 290 4082
146.849611330015 275 2540
35.0917697122549 127 1386
244.323441877196 351 2902
256.09281700531 399 5620
143.806228485921 218 1206
189.041381335633 336 4244
170.466919702003 313 2975
56.8943214441132 129 914
247.816934375154 386 5647
6.03655700652695 74 103
143.139254978472 228 2094
489.573962659737 534 5925
224.581126562351 368 4419
46.7930420752648 123 864
46.1679031255514 151 1230
351.061313752556 473 5629
271.370853085297 426 5613
70.4159445525347 222 2735
280.979073999036 413 4921
92.7101572939913 212 1131
199.624151102208 339 4800
313.943811792789 423 5172
279.026263938542 421 5570
276.870136040762 374 3180
487.935785430573 558 6876
15.4764467872012 82 54
25.6406256940969 119 776
207.369667330815 299 1994
416.249147900298 526 6554
203.890911093951 334 4478
112.060864148677 235 2783
164.618014907129 324 3215
300.93815721223 405 4564
40.9852662726853 114 829
121.916973225766 242 3392
199.872257357899 335 4146
13.692753298102 73 41
116.481196277057 240 2031
73.6255606252325 153 1578
270.889849423009 377 3546
34.8902974036957 108 193
80.3851934912516 193 1928
221.182447162756 396 5080
204.337641859369 322 3058
218.664793883003 352 4527
58.6308844611988 180 1233
255.534927244601 380 4546
148.70055722342 254 3544
39.1634500477206 103 816
124.382070096529 269 2917
17.6197841230677 90 154
191.829077941076 262 2251
228.168579793324 342 3257
394.354849072451 497 6220
135.340664024881 274 2847
90.1357829562319 182 758
381.29979491473 534 6965
372.711231699237 472 5130
258.990405335424 334 2458
170.797585813179 295 3854
325.527200195872 464 5913
48.3099034609465 130 1419
255.900771162143 425 5614
18.4691155221933 92 643
363.497844459253 458 5376
112.171412394198 266 3376
57.928472845799 157 2187
134.882032020972 236 1627
194.474236480034 333 4246
4.10876010125228 67 55
89.1793822198261 171 1182
9.86558622720393 70 27
116.523140881735 243 1911
66.7135246226167 194 2123
200.637963327058 350 3974
221.00471905649 365 4076
199.090754205386 351 3950
254.132422842168 381 4966
91.1722196039557 204 1340
27.2659839424791 91 788
87.1800845646236 196 2421
511.629860105564 609 7621
0.240236133949531 48 9
284.053632451134 420 5624
264.819618299663 385 4338
251.776413962726 412 5088
426.775260086333 564 7647
22.6847044148834 86 175
156.679495602708 290 3087
308.878411846993 407 5022
161.436280521952 272 3621
275.594003813512 407 4317
119.760785197991 230 2217
395.508948468379 534 6733
140.261005177239 294 3666
114.959914691464 194 1722
17.259913787414 95 387
190.696132845427 298 2155
43.1133937682748 116 831
115.447206709735 260 2533
25.6654250321771 105 768
416.642891320151 517 6485
83.3932823793072 207 2126
421.191732136965 565 7266
33.1683542188985 109 905
110.619137234343 248 3390
92.989181251376 224 2025
277.540017036936 370 3428
244.419188337347 337 2038
342.399098366467 441 4774
100.444588603982 227 3250
365.404556375637 458 5633
396.076155106664 505 5890
32.4217636950226 88 123
345.721065012672 454 4874
322.465667927608 462 6067
76.9616862435114 184 1627
489.290135471156 592 7189
163.889822226614 266 2804
325.060446714052 477 6472
216.133101241782 355 4244
109.006763843048 232 2904
299.065475323737 420 4563
183.555832071892 329 3353
139.498702628064 271 3769
137.106386000627 226 1707
127.358586654149 233 2977
215.329492981678 339 3950
129.031076858952 240 2957
74.2917430732609 155 1529
112.445216964281 240 1992
315.780323326245 475 6517
193.915601401555 317 3939
254.376264108518 411 4413
0.165660870909493 46 4
250.766071485935 367 3571
93.7648864213671 227 2330
149.0800776513 298 3298
433.774910829139 535 6747
59.7764796824609 165 919
260.765202558274 389 4991
169.275474256732 290 3458
106.633990966067 255 2410
368.569497203944 500 6288
159.688181744947 285 3555
298.695798289422 437 5247
158.825850002677 313 3539
155.198671582122 287 2961
33.2125104816419 97 801
257.143317960991 387 4592
345.881027207511 473 6022
223.950863701896 399 4902
359.579120986959 465 5776
0.201429845836741 47 3
123.046524819 247 2304
100.0968274581 225 3157
144.383339921134 269 3629
100.048661793278 216 2554
307.775430087107 472 6537
123.475806705044 277 2508
73.8194095314313 167 1590
215.046662143909 368 4236
23.8749467571989 87 783
179.536517098888 296 3573
186.600329409466 351 4617
38.0473305259371 112 265
153.412074906353 277 3490
338.696639367247 487 6742
29.4178503322011 100 803
11.3799361265815 70 53
260.485118918316 351 3126
363.919021192056 477 5242
241.899025163267 381 4932
195.366375733015 347 4649
37.42756345767 147 1095
98.0927449754363 196 1871
8.9839945698333 66 66
179.773822459253 345 4642
248.977187388508 408 5690
350.090946431081 454 5137
529.927817741014 601 7432
486.200604362901 573 6887
185.832228872948 298 2736
99.3667910669986 235 2937
197.793934953971 316 3158
348.721596134167 451 4210
425.15558860104 574 7656
87.329778017802 199 2858
429.206089906031 533 5833
277.497924692346 402 4608
16.1180648266533 102 410
199.690761955474 341 3959
42.0966647869981 132 587
103.728447644092 171 591
286.347641212663 420 4942
195.610406756991 325 3197
347.824724447745 467 5688
190.94615293602 325 4180
21.0069969760011 108 677
515.374237453566 580 6815
186.135125765994 297 2931
1.81093617548768 56 13
102.978103862926 221 2417
79.4929289791173 171 1411
12.8992396354663 95 685
238.891828132819 355 4609
159.393997371716 278 2343
173.733689678685 304 3607
178.992222898625 306 3166
331.303197028622 475 6315
643.45030655107 666 8205
86.1737188267245 190 1391
137.245033693437 259 3529
170.19445431364 323 4202
126.942482667285 276 3807
270.328137263609 374 4738
1.59233353814449 51 8
205.129528950896 305 2030
174.856372450831 340 3926
23.039069866108 85 782
89.9146669584005 193 2245
170.291811951002 320 4217
267.330906733352 392 4342
133.669118682389 281 3089
228.151693237643 390 5747
243.851545763872 349 3125
293.347412607931 457 5503
154.906353307096 267 2563
202.232435769242 323 2237
22.9689448717208 108 736
522.637596990269 575 6627
72.4663199817008 189 1819
48.7749373261636 157 1675
377.726843748091 521 6874
76.1747399862901 170 2239
73.8119504624454 204 1889
169.885980705109 325 4499
139.23764011801 242 2626
325.618436817778 418 4659
83.606561974662 212 2086
398.681598224779 502 6314
199.555716568386 332 4037
322.181546172739 482 6385
312.22921994615 455 5224
334.829500073184 468 5740
93.9701206088235 175 1235
512.00764441973 615 8118
200.238773602257 348 4109
462.87427316385 566 7189
341.6698227384 501 6784
253.256119689338 366 3395
129.471070891424 251 3158
298.61525766822 431 4839
66.0959412815228 171 1279
83.7014347041596 180 1481
93.4984559419305 191 2244
512.96601395015 574 6755
234.641089565109 370 4147
163.089621225706 267 1986
563.045720265565 637 7397
182.333025994362 267 1999
143.970167202903 259 2103
230.063363041637 386 4539
291.188620574531 438 5720
155.723086774337 255 1538
229.140439594934 349 3688
345.062017439901 435 5036
115.088970446626 268 3263
16.1317149655059 73 44
78.9384867676195 204 1900
332.357351366564 470 6422
103.570456197987 240 1876
